_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Active,Causative Agent - 1,Causative Agent - 2
846,Unity Health Toronto - St. Michael's - 14CG,30 Bond Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-24,2022-05-06,N,NA,NA
847,Valleyview Long Term Care - 3rd Fl,541 Finch Ave W,LTCH,Enteric,Unable to identify,,2022-04-24,2022-05-06,N,NA,NA
848,Dom Lipa,52 Neilson Dr,Retirement Home,Respiratory,COVID-19,,2022-04-23,2022-05-07,N,NA,NA
849,North York General Hospital - General Site - 5W,4001 Leslie Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-23,2022-05-13,N,NA,NA
850,Toronto Rehabilitation Institue - University Centre - S5,550 University Ave,Hospital-Chronic Care,Respiratory,COVID-19,,2022-04-23,2022-05-06,N,NA,NA
851,Fairfield Residence,10 Fairfield Ave,Retirement Home,Respiratory,COVID-19,,2022-04-22,2022-05-05,N,NA,NA
852,Isabel Arthur Meighen Manor - Fisher & Moore Units,155 Millwood Road,LTCH,Respiratory,Rhinovirus,,2022-04-22,2022-05-04,N,NA,NA
853,Norfinch Care Community - Unit 2B & 3B,22 Norfinch Dr,LTCH,Respiratory,Influenza A (H3),,2022-04-22,2022-05-05,N,NA,NA
854,West Park Healthcare Centre - 3WF,82 Buttonwood Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-04-22,2022-05-09,N,NA,NA
855,Chester Village - 3E,3555 Danforth Ave,LTCH,Respiratory,COVID-19,,2022-04-21,2022-05-02,N,NA,NA
856,Sunnybrook Health Sciences Centre - Bayview Campus - D3,2075 Bayview Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-21,2022-05-06,N,NA,NA
857,University Health Network - Toronto Western - 8B,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-21,2022-05-24,N,NA,NA
858,University Health Network - Toronto Western - 9A,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-21,2022-05-05,N,NA,NA
859,West Park Healthcare Centre - 3WD,82 Buttonwood Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-04-21,2022-05-03,N,NA,NA
860,Centre for Addiction and Mental Health - Queen Site -,1001 Queen Street West - Unit 1-2,Hospital-Psychiatric,Respiratory,COVID-19,,2022-04-20,2022-05-09,N,NA,NA
861,Cheltenham Care Community - 2nd Fl,5935 Bathurst St,LTCH,Respiratory,COVID-19,,2022-04-20,2022-05-18,N,NA,NA
862,"Dom Lipa - West 1, West 2, K-Wing, & Basement Kitchen",52 Neilson Drive,LTCH,Respiratory,COVID-19,,2022-04-20,2022-05-17,N,NA,NA
863,Jewish Home for the Aged - 4RF,3560 Bathurst St,LTCH,Respiratory,COVID-19,,2022-04-20,2022-05-16,N,NA,NA
864,Carefree Lodge - 2nd Fl,306 Finch Ave E,LTCH,Respiratory,COVID-19,,2022-04-19,2022-05-04,N,NA,NA
865,Centre for Addiction and Mental Health - Queen Site -,1001 Queen Street West - Unit 1-4,Hospital-Psychiatric,Respiratory,COVID-19,,2022-04-19,2022-05-06,N,NA,NA
866,"Chartwell Trilogy Long Term Care Residence - 1st, 2nd -",340 McCowan Rd - 3rd & 4th Fl,LTCH,Respiratory,COVID-19,,2022-04-19,2022-04-25,N,NA,NA
867,Rekai Centre - Wellesley Central Place - 2 West,160 Wellesley St E,LTCH,Respiratory,Influenza A (H3),,2022-04-19,2022-05-01,N,NA,NA
868,"The Dunfield Retirement Residence - Toronto - 8th ,10th, Dining & Bistro",77 Dunfield Ave,Retirement Home,Respiratory,COVID-19,,2022-04-19,2022-05-14,N,NA,NA
869,Jewish Home for the Aged - 3EI,3560 Bathurst St,LTCH,Respiratory,COVID-19,,2022-04-18,2022-04-28,N,NA,NA
870,New Horizons Tower - 3rd Fl & Kitchen/Dining,1140 Bloor St W,Retirement Home,Respiratory,COVID-19,,2022-04-18,2022-05-04,N,NA,NA
871,Tapestry at Village Gate West - 11th Fl,15 Summerland Terr,Retirement Home,Respiratory,COVID-19,,2022-04-18,2022-04-26,N,NA,NA
872,Toronto East Health Network - Atrium at Kew Beach Retirement Residence - 3 East,500 Kingston Rd.,Hospital-Chronic Care,Respiratory,COVID-19,,2022-04-18,2022-05-05,N,NA,NA
873,North York General Hospital - General Site - 4W,4001 Leslie Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-17,2022-05-10,N,NA,NA
874,Sunnybrook Health Sciences Centre - Veterans Centre - K2W,2075 Bayview Ave,LTCH,Respiratory,COVID-19,,2022-04-16,2022-04-29,N,NA,NA
875,University Health Network - Toronto Western - 4B,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-16,2022-05-02,N,NA,NA
876,Cummer Lodge - 4S,205 Cummer Ave,LTCH,Respiratory,COVID-19,,2022-04-15,2022-04-27,N,NA,NA
877,"Presentation Manor For Seniors - 1st, 2nd, 3rd & 4th Fl",61 Fairfax Cres,Retirement Home,Respiratory,COVID-19,,2022-04-15,2022-05-20,N,NA,NA
878,McCowan Retirement Residence - 5th Fl,2881 Eglinton Avenue E,Retirement Home,Respiratory,COVID-19,,2022-04-14,2022-04-25,N,NA,NA
879,Sinai Health System - Hennick Bridgepoint Hospital - 8 North,1 Bridgepoint Dr,Hospital-Chronic Care,Respiratory,COVID-19,,2022-04-14,2022-04-23,N,NA,NA
880,Sts. Peter and Paul Residence - 5th & 6th Fl,221 Milner Ave,Retirement Home,Respiratory,COVID-19,,2022-04-14,2022-05-11,N,NA,NA
881,"The Village of Humber Heights - Brule, Alderwood, Wadsworth",2245 Lawrence Ave W,LTCH,Respiratory,COVID-19,,2022-04-14,2022-06-14,N,NA,NA
882,Humber River Hospital - Wilson - 9 East,1235 Wilson Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-13,2022-04-22,N,NA,NA
883,Mon Sheong Scarborough Long Term Care Centre - Ground Fl,2030 McNicoll Ave,LTCH,Respiratory,COVID-19,,2022-04-13,2022-04-22,N,NA,NA
884,West Park Healthcare Centre - 3EC,82 Buttonwood Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-04-13,2022-04-24,N,NA,NA
885,Centre for Addiction and Mental Health - Queen Site -,1001 Queen Street West - Unit 1-5,Hospital-Psychiatric,Respiratory,COVID-19,,2022-04-12,2022-04-26,N,NA,NA
886,"Extendicare Rouge Valley - Toronto - 1st Fl Clark House, Morrish House, Basement Kitchen & Nursing Clerk Rm (3rd Fl)",551 Conlins Rd,LTCH,Respiratory,COVID-19,,2022-04-12,2022-06-04,N,NA,NA
887,"Leaside Retirement Residence - Building 14, 6th Fl",10 -14 William Morgan Drive,Retirement Home,Respiratory,COVID-19,,2022-04-12,2022-06-09,N,NA,NA
888,Salvation Army Toronto Grace Health Centre - 4th Fl,650 Church St,Hospital-Chronic Care,Respiratory,COVID-19,,2022-04-12,2022-04-25,N,NA,NA
889,University Health Network - Toronto Western - 8A - GIM,399 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-12,2022-04-30,N,NA,NA
890,"Villa Colombo Homes for the Aged - 2 Fidani, 3 Fidani, & 3 Fusco",40 Playfair Ave,LTCH,Respiratory,COVID-19,,2022-04-12,2022-06-08,N,NA,NA
891,Cedarvale Terrace - 2nd & 3rd Fl,429 Walmer Road,LTCH,Respiratory,COVID-19,,2022-04-11,2022-05-18,N,NA,NA
892,Centennial Park Place,25 Centennial Park Rd,Retirement Home,Respiratory,COVID-19,,2022-04-11,2022-04-24,N,NA,NA
893,"Chartwell Grenadier Retirement Residence - A0, A3, A5, & C5",2100 Bloor Street W,Retirement Home,Respiratory,COVID-19,,2022-04-11,2022-05-16,N,NA,NA
894,Sunnybrook Health Sciences Centre - Bayview Campus -,2075 Bayview Avenue - Unit PICU,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-11,2022-04-24,N,NA,NA
895,Unity Health Toronto - St. Joseph's - 3M,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-11,2022-04-30,N,NA,NA
896,Sunnybrook Health Sciences Centre - Bayview Campus - D5,2075 Bayview Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-10,2022-04-20,N,NA,NA
897,University Health Network - Princess Margaret - 14A,610 University Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-10,2022-04-27,N,NA,NA
898,Unity Health Toronto - St. Joseph's - 2LM,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-09,2022-04-18,N,NA,NA
899,Better Living at Thompson House - 3rd Fl,1 Overland Dr,LTCH,Respiratory,COVID-19,,2022-04-08,2022-05-27,N,NA,NA
900,Hazelton Place Retirement Residence -,111 Avenue Rd - Lower Lobby Staff Break Rm,Retirement Home,Respiratory,COVID-19,,2022-04-08,2022-04-27,N,NA,NA
901,Sunnybrook Health Sciences Centre - Bayview Campus - B4,2075 Bayview Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-08,2022-04-25,N,NA,NA
902,Fieldstone Commons Care Community - Unit 4A,1000 Ellesmere Rd,LTCH,Respiratory,COVID-19,,2022-04-07,2022-04-25,N,NA,NA
903,Marynard Nursing Home - 2nd Fl,28 Halton St.,LTCH,Respiratory,Coronavirus*,,2022-04-07,2022-04-13,N,NA,NA
904,Norwood Nursing Home - 1st & 2nd Fl,122 Tyndall Ave,LTCH,Respiratory,COVID-19,,2022-04-07,2022-04-24,N,NA,NA
905,Weston Terrace Care Community - 3A,2005 Lawrence Ave W,LTCH,Respiratory,COVID-19,,2022-04-07,2022-05-02,N,NA,NA
906,Chartwell Scarlett Heights Retirement Residence - 7th Fl,4005 Eglinton Avenue W,Retirement Home,Respiratory,COVID-19,,2022-04-06,2022-04-19,N,NA,NA
907,Forest Hill Place - Dining Area,645 Castlefield Ave,Retirement Home,Respiratory,COVID-19,,2022-04-06,2022-04-26,N,NA,NA
908,Kensington Gardens - North Building - 1E & 2E,45 Brunswick Ave,LTCH,Respiratory,Coronavirus*,,2022-04-06,2022-04-22,N,NA,NA
909,Rayoak Place,1340 York Mills Rd,Retirement Home,Respiratory,COVID-19,,2022-04-06,2022-05-05,N,NA,NA
910,Sunnybrook Health Sciences Centre - St. John's Rehab - A1,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-04-06,2022-04-24,N,NA,NA
911,Sunnybrook Health Sciences Centre - St. John's Rehab - A4,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-04-06,2022-04-18,N,NA,NA
912,The Briton House - North Tower & South Tower,700 & 720 Mount Pleasant Road,Retirement Home,Respiratory,COVID-19,,2022-04-06,2022-05-04,N,NA,NA
913,Centre for Addiction and Mental Health - Queen Site -,1001 Queen Street West - Unit PRT7,Hospital-Psychiatric,Respiratory,COVID-19,,2022-04-05,2022-04-19,N,NA,NA
914,North York General Hospital - Seniors' Health Centre -,2 Buchan Crt - 4th Fl,LTCH,Respiratory,COVID-19,,2022-04-05,2022-04-18,N,NA,NA
915,Sunnybrook Health Sciences Centre - St. John's Rehab - A3,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-04-05,2022-04-15,N,NA,NA
916,Eatonville Care Centre - Etobicoke - 3rd - 5th Fls & Kitchen,420 The East Mall,LTCH,Respiratory,COVID-19,,2022-04-04,2022-04-30,N,NA,NA
917,"Extendicare Guildwood - West Wing, East Spur 2 & Main Kitchen",60 Guildwood Pky,LTCH,Respiratory,COVID-19,,2022-04-04,2022-06-04,N,NA,NA
918,Lakeshore Lodge - 2 North,3197 Lakeshore Blvd,LTCH,Respiratory,COVID-19,,2022-04-04,2022-05-06,N,NA,NA
919,Michael Garron Hospital - B3,825 Coxwell Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-04,2022-04-13,N,NA,NA
920,One Kenton Place - Basement,1-3 Kenton Dr,Retirement Home,Respiratory,COVID-19,,2022-04-04,2022-04-12,N,NA,NA
921,Sunnybrook Health Sciences Centre - Bayview Campus -,2075 Bayview Avenue - K1C & K1E,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-04,2022-04-14,N,NA,NA
922,Scarborough Health Network - Centenary - 9E,2867 Ellesmere Road,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-03,2022-04-14,N,NA,NA
923,Weston Gardens Retirement Residence - 2nd & 4th Fl,303 Queens Dr,Retirement Home,Respiratory,COVID-19,,2022-04-02,2022-05-09,N,NA,NA
924,Bradgate Arms - 5th Fl,54 Foxbar Rd,Retirement Home,Respiratory,COVID-19,,2022-04-01,2022-04-24,N,NA,NA
925,Fudger House - 2E & 3W,439 Sherbourne St,LTCH,Respiratory,COVID-19,,2022-04-01,2022-05-08,N,NA,NA
926,North York General Hospital - General Site - 3W,4001 Leslie Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-04-01,2022-04-15,N,NA,NA
927,Sunnybrook Health Sciences Centre - St. John's Rehab - A2,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-04-01,2022-04-23,N,NA,NA
928,Baycrest Apotex Centre - Jewish Home for the Aged - 5GS,3560 Bathurst St,LTCH,Respiratory,COVID-19,,2022-03-31,2022-04-11,N,NA,NA
929,Chartwell Lansing Retirement Residence,10 Senlac Rd,Retirement Home,Respiratory,COVID-19,,2022-03-31,2022-04-17,N,NA,NA
930,Chartwell Westbury Long Term Care Residence - 6th Fl,495 The West Mall,LTCH,Respiratory,COVID-19,,2022-03-31,2022-04-11,N,NA,NA
931,The Heritage Nursing Home - 3rd Fl,1195 Queen St E,LTCH,Respiratory,COVID-19,,2022-03-31,2022-05-11,N,NA,NA
932,"The O'Neill Centre - Basement, 2nd , 3rd, 4th & 5th Fl",33 Christie St,LTCH,Respiratory,COVID-19,,2022-03-31,2022-06-01,N,NA,NA
933,Unity Health Toronto - St. Joseph's - 4L,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,,2022-03-31,2022-04-12,N,NA,NA
934,Michael Garron Hospital - A3,825 Coxwell Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-03-30,2022-04-05,N,NA,NA
935,Craiglee Nursing Home,102 Craiglee Dr,LTCH,Respiratory,COVID-19,,2022-03-29,2022-05-02,N,NA,NA
936,Greenview Lodge - 2nd Fl,880 Lawrence Avenue,Retirement Home,Respiratory,COVID-19,,2022-03-29,2022-04-21,N,NA,NA
937,Harold and Grace Baker Centre LTCH - A Wing,1 Northwestern Ave,LTCH,Respiratory,COVID-19,,2022-03-29,2022-05-20,N,NA,NA
938,Midland Gardens Care Community,130 Midland Ave,LTCH,Respiratory,COVID-19,,2022-03-29,2022-05-10,N,NA,NA
939,Castleview Wychwood Tower - 6C,351 Christie St,LTCH,Enteric,Norovirus-like,,2022-03-28,2022-04-02,N,NA,NA
940,Copernicus Lodge - 4 North,66 Roncesvalles Ave,LTCH,Respiratory,COVID-19,,2022-03-28,2022-05-13,N,NA,NA
941,Donway Place - 4th Fl (SP),8 The Donway E,Retirement Home,Respiratory,COVID-19,,2022-03-28,2022-05-02,N,NA,NA
942,Extendicare Bayview,550 Cummer Ave,LTCH,Respiratory,COVID-19,,2022-03-28,2022-04-29,N,NA,NA
943,Maynard Nursing Home,28 Halton St,LTCH,Respiratory,COVID-19,,2022-03-25,2022-05-17,N,NA,NA
944,Suomi Koti Nursing Home - 7th Fl,795 Eglinton Ave E,LTCH,Respiratory,COVID-19,,2022-03-25,2022-04-20,N,NA,NA
945,Unity Health Toronto - St. Joseph's - 4M,30 The Queensway,Hospital-Acute Care,Respiratory,COVID-19,,2022-03-25,2022-04-27,N,NA,NA
946,Sage Care Retirement Home - Pod ABC,147 Elder Street,Retirement Home,Respiratory,COVID-19,,2022-03-24,2022-04-22,N,NA,NA
947,Sunnybrook Health Sciences Centre - Bayview Campus - C6,2075 Bayview Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-03-23,2022-03-29,N,NA,NA
948,Castleview Wychwood Towers - 3W,351 Christie St,LTCH,Respiratory,COVID-19,,2022-03-22,2022-05-17,N,NA,NA
949,Delmanor Prince Edward,4180 Dundas Street W,Retirement Home,Respiratory,COVID-19,,2022-03-22,2022-04-04,N,NA,NA
950,Kipling Acres - 2N,2233 Kipling Ave,LTCH,Respiratory,COVID-19,,2022-03-22,2022-05-24,N,NA,NA
951,Centre for Addiction and Mental Health - Unit 3-3,1001 Queen Street West,Hospital-Psychiatric,Respiratory,COVID-19,,2022-03-21,2022-03-31,N,NA,NA
952,Deerwood Creek Care Community - Unit 3A,70 Humberline Dr,LTCH,Respiratory,COVID-19,,2022-03-21,2022-04-11,N,NA,NA
953,Southlake Regional Health Centre - 5 East,2111 Finch Ave W,Hospital-Chronic Care,Respiratory,COVID-19,,2022-03-21,2022-04-11,N,NA,NA
954,Chartwell Gibson Retirement Residence - 2nd & 3rd Fl,1955 Steeles Ave E,Retirement Home,Respiratory,COVID-19,,2022-03-19,2022-03-31,N,NA,NA
955,Nisbet Lodge - 3rd Fl,740 Pape Ave,LTCH,Respiratory,COVID-19,,2022-03-18,2022-04-22,N,NA,NA
956,Sunnybrook Health Sciences Centre - LSSW,2075 Bayview Ave,LTCH,Respiratory,Respiratory syncytial virus,,2022-03-18,2022-03-28,N,NA,NA
957,Lakeside Long Term Care Centre - 1st Fl,150 Dunn Ave,LTCH,Respiratory,COVID-19,,2022-03-17,2022-03-27,N,NA,NA
958,St. George Care Community - Kitchen,225 St. George St,LTCH,Respiratory,COVID-19,,2022-03-17,2022-03-28,N,NA,NA
959,"Wesburn Manor - 2N, 3N & 3S",400 The West Mall,LTCH,Respiratory,COVID-19,,2022-03-17,2022-04-12,N,NA,NA
960,Midland Gardens Care Community - 5th Fl,130 Midland Ave,LTCH,Enteric,Unable to identify,,2022-03-15,2022-03-25,N,NA,NA
961,Bendale Acres - 3rd Fl,2920 Lawrence Ave E,LTCH,Respiratory,COVID-19,,2022-03-14,2022-04-26,N,NA,NA
962,Michael Garron Hospital - Withdrawal Management Unit,825 Coxwell Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-03-14,2022-03-15,N,NA,NA
963,Fairview Nursing Home - Schlegel Villages - 2nd Fl,14 Cross St,LTCH,Respiratory,COVID-19,,2022-03-12,2022-05-09,N,NA,NA
964,Scarborough Health Network - Centenary - 3W -,2867 Ellesmere Road - Complex Continuing Care,Hospital-Acute Care,Respiratory,COVID-19,,2022-03-11,2022-03-24,N,NA,NA
965,"The Village of Humber Heights - Emma, Williamsburg East & West, Becker 3rd, 4th, 5th Fl & Egerton",2245 Lawrence Avenue West,Retirement Home,Respiratory,COVID-19,,2022-03-11,2022-05-30,N,NA,NA
966,Cedarbrook Lodge Retirement Residence - 4th Fl,520 Markham Road,LTCH,Respiratory,COVID-19,,2022-03-10,2022-03-29,N,NA,NA
967,Isabel and Arthur Meighen Manor - Lawrence Unit,155 Millwood Road,LTCH,Enteric,Norovirus-like,,2022-03-07,2022-03-23,N,NA,NA
968,Scarborough Health Network - Centenary - 9W,2867 Ellesmere Road -General Medicine Unit,Hospital-Acute Care,Respiratory,COVID-19,,2022-03-07,2022-03-18,N,NA,NA
969,Rekai Centre - Sherbourne Place - Ground Fl -,345 Sherbourne St - Management Office & Craft Rm,LTCH,Respiratory,COVID-19,,2022-03-05,2022-03-29,N,NA,NA
970,The O'Neill Centre- 5th Fl,33 Christie St,LTCH,Respiratory,COVID-19,,2022-03-05,2022-03-28,N,NA,NA
971,The Salvation Army - Toronto Grace Health Centre -,650 Dixon Rd - Specialized Care Centre,Hospital-Chronic Care,Respiratory,COVID-19,,2022-03-05,2022-03-20,N,NA,NA
972,Harmony Hills Care Community - 2B,1800 O'Connor Dr,LTCH,Enteric,Norovirus-like,,2022-03-04,2022-03-16,N,NA,NA
973,Labdara Lithuanian Nursing Home - 2nd Fl,5 Resurrection Rd,LTCH,Respiratory,COVID-19,,2022-03-04,2022-04-02,N,NA,NA
974,Sunnybrook Health Sciences Centre - Veterans Centre -,2075 Bayview Ave - LFSE,LTCH,Respiratory,Enterovirus/Rhinovirus,,2022-03-03,2022-03-14,N,NA,NA
975,William Osler Health System - Etobicoke - 7E Cardiology,101 Humber College Boulevard,Hospital-Acute Care,Respiratory,COVID-19,,2022-03-03,2022-03-15,N,NA,NA
976,Bayshore - 6th Fl,221 Milner Ave,Transitional Care,Respiratory,COVID-19,,2022-03-02,2022-03-20,N,NA,NA
977,The Village of Humber Heights - Alderwood,2245 Lawrence Ave W,LTCH,Respiratory,Respiratory syncytial virus,,2022-02-28,2022-03-07,N,NA,NA
978,St. Hilda's Towers - 3rd Fl,2339 Dufferin St,Transitional Care,Respiratory,COVID-19,,2022-02-26,2022-03-18,N,NA,NA
979,Sunnybrook Health Sciences Centre - St. John's Rehab - A4,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-02-26,2022-03-22,N,NA,NA
980,Scarborough Health Network - Centenary -,2867 Ellesmere Road - 10W (Mental Health Unit),Hospital-Acute Care,Respiratory,COVID-19,,2022-02-25,2022-03-08,N,NA,NA
981,Lakeside Long Term Care Centre - 4th Fl Office Area,150 Dunn Ave,LTCH,Respiratory,COVID-19,,2022-02-23,2022-03-07,N,NA,NA
982,Seven Oaks - Office,9 Neilson Rd,LTCH,Respiratory,COVID-19,,2022-02-23,2022-03-05,N,NA,NA
983,University Health Network - Toronto General - 6 MA,200 Elizabeth Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-02-23,2022-03-08,N,NA,NA
984,"True Davidson Acres - 1st, 2nd, 3rd, 4th Fl -",200 Dawes Rd - Basement/Kitchen,LTCH,Respiratory,COVID-19,,2022-02-22,2022-04-14,N,NA,NA
985,William Osler Health System - Etobicoke - 10E Medicine,101 Humber College Boulevard,Hospital-Acute Care,Respiratory,COVID-19,,2022-02-22,2022-03-04,N,NA,NA
986,Kipling Acres - 2N & Kitchen,2233 Kipling Ave,LTCH,Respiratory,COVID-19,,2022-02-20,2022-03-08,N,NA,NA
987,Sts. Peter and Paul Residence,221 Milner Ave,Retirement Home,Respiratory,COVID-19,,2022-02-20,2022-03-25,N,NA,NA
988,Centre for Addiction and Mental Health - Unit GAUB,1001 Queen Street West,Hospital-Chronic Care,Respiratory,COVID-19,,2022-02-19,2022-03-12,N,NA,NA
989,Trillium Health Partners - McCall Continuing Care - 3rd Fl,140 Sherway Drive,Hospital-Chronic Care,Respiratory,COVID-19,,2022-02-19,2022-03-14,N,NA,NA
990,Sunnybrook Health Sciences Centre - St. John's Rehab - A1,285 Cummer Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-02-16,2022-03-04,N,NA,NA
991,Kennedy Lodge - 2 South,1400 Kennedy Rd,LTCH,Respiratory,COVID-19,,2022-02-15,2022-03-05,N,NA,NA
992,"Wesburn Manor - 2S,2N,4S & 4N",400 The West Mall,LTCH,Respiratory,COVID-19,,2022-02-15,2022-03-10,N,NA,NA
993,Kensington Gardens - North Building - 1 & 3 East,45 Brunswick Ave,LTCH,Respiratory,COVID-19,,2022-02-10,2022-03-08,N,NA,NA
994,Sinai Health System - Hennick Bridgepoint Hospital - 2S,1 Bridgepoint Dr,Hospital-Chronic Care,Respiratory,COVID-19,,2022-02-08,2022-02-17,N,NA,NA
995,Bradgate Arms - 2nd & 6th Fl,54 Foxbar Rd,Retirement Home,Respiratory,COVID-19,,2022-02-07,2022-02-25,N,NA,NA
996,Runnymede Healthcare Centre - 3 East,625 Runnymede Road,Hospital-Chronic Care,Respiratory,COVID-19,,2022-02-05,2022-02-16,N,NA,NA
997,West Park Healthcare Centre - 3EA,82 Buttonwood Avenue,Hospital-Chronic Care,Respiratory,COVID-19,,2022-02-03,2022-02-19,N,NA,NA
998,Baycrest Hospital - North York - H6W,3560 Bathurst Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-02-02,2022-02-18,N,NA,NA
999,Rekai Centre - Wellesley Central Place - Kitchen,160 Wellesley St E,LTCH,Respiratory,COVID-19,,2022-02-02,2022-02-11,N,NA,NA
1000,University Health Network - Toronto General - ES 13,200 Elizabeth Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-02-02,2022-02-14,N,NA,NA
1001,Scarborough Health Network - Birchmount - 4D,3030 Birchmount Rd.,Hospital-Acute Care,Respiratory,COVID-19,,2022-02-01,2022-02-14,N,NA,NA
1002,Alexis Lodge Retirement Residence - Building 705,705 - 707 Ellesmere Road,Retirement Home,Respiratory,COVID-19,,2022-01-31,2022-02-22,N,NA,NA
1003,Delmanor Wynford,187 Wynford Dr,Retirement Home,Respiratory,COVID-19,,2022-01-31,2022-02-11,N,NA,NA
1004,Rekai Centre - Sherbourne Place - 4th Fl,345 Sherbourne St,LTCH,Respiratory,COVID-19,,2022-01-30,2022-02-21,N,NA,NA
1005,Ivan Franko Home - 3 West,767 Royal York Rd,LTCH,Respiratory,COVID-19,,2022-01-29,2022-02-14,N,NA,NA
1006,Scarborough Health Network - Centenary - 5W - Surgery,2867 Ellesmere Road,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-29,2022-02-09,N,NA,NA
1007,Humber River Hospital - Wilson - 9 West,1235 Wilson Avenue,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-28,2022-02-08,N,NA,NA
1008,Pine Villa Seniors Transitional Care - 2nd Fl,1035 Eglinton Avenue W,Hospital-Chronic Care,Respiratory,COVID-19,,2022-01-28,2022-02-07,N,NA,NA
1009,Unity Health Toronto - St. Michael's - Palliative Care Unit,30 Bond Street,Hospital-Acute Care,Respiratory,COVID-19,,2022-01-27,2022-02-05,N,NA,NA
